id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1335889012255580161,1335889012255580161,2020-12-07 11:08:54 Romance Standard Time,2020-12-07,11:08:54,+0200,2823839076,jay_cee_rush,Johnny,,New paper from our lab @vetinst_no with @NINAforskning! Contributing to the Special issue on Conservation of European Freshwater Crayfish @FrontEnvSci. Read about how #eDNAmonitoring of #Noblecrayfish compares to conventional trapping methods here:  https://t.co/E5uiPrAgIk,en,"[{'screen_name': 'vetinst_no', 'name': 'veterinærinstituttet', 'id': '3419997580'}, {'screen_name': 'ninaforskning', 'name': 'nina naturforskning', 'id': '205268022'}, {'screen_name': 'frontenvsci', 'name': 'frontiers environmental science', 'id': '1968776268'}]",['https://doi.org/10.3389/fenvs.2020.612253'],[],0,5,11,"['ednamonitoring', 'noblecrayfish']",[],https://twitter.com/jay_cee_rush/status/1335889012255580161,False,,0,,,,,,,,[],,,,
791121141502836737,791121141502836737,2016-10-26 05:35:53 Romance Daylight Time,2016-10-26,05:35:53,+0200,209666935,predatism,lockhart sara,,"""Compared to the controls, #noblecrayfish were more prone to stay in shelter when exposed to #eel odours."" #hhirvondnetal #discussion",en,[],[],[],0,0,0,"['noblecrayfish', 'eel', 'hhirvondnetal', 'discussion']",[],https://twitter.com/predatism/status/791121141502836737,False,,0,,,,,,,,[],,,,
