id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
150818526171643904,150818526171643904,2011-12-25 07:01:53 Romance Standard Time,2011-12-25,07:01:53,+0200,41636040,thiagobellini,Thiago Bellini,,Na boa. O MELHOR warm up que já recebi até hoje. Meu brother Marcelo Nassi é FODA!!! #natalfrog,pt,[],[],[],0,0,0,['natalfrog'],[],https://twitter.com/ThiagoBellini/status/150818526171643904,False,,0,,,,,,,,[],,,,
150790821812248576,150790821812248576,2011-12-25 05:11:48 Romance Standard Time,2011-12-25,05:11:48,+0200,41636040,thiagobellini,Thiago Bellini,,Marcelo Nassi on the decks #natalfrog... Deep House de primeira ; ),en,[],[],[],1,0,0,['natalfrog'],[],https://twitter.com/ThiagoBellini/status/150790821812248576,False,,0,,,,,,,,[],,,,
